# 
# Header Description:
# 
# Version: v3.1.0.2 Platform: 13 Manufacturer: OPPO Model: CPH2371 GNSS Hardware Model Name: MTK_MNLD_default,MNL_VER_default
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# Pressure,utcTimeMillis,elapsedRealtimeNanos,PressureHpa
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Fix,GPS,12.9347812000,77.5423576000,101.93106903706801,16.0,6.728914,18.077177,1727331211610,,,119941751734157,,1,,,
Fix,FLP,12.9347812000,77.5423576000,101.64999646143835,16.0,5.614676,18.359797,1727331210800,,,119940942083080,,1,,,
Fix,FLP,12.9347812000,77.5423576000,100.58098622760518,16.0,6.772529,18.894789,1727331211744,,,119941885195464,,1,,,
Status,1727331211610,58,0,1,28,1575420030,28.00,148.0,83.0,1,0,0,28.0
Status,1727331211610,58,1,2,126,1575420030,0.00,230.0,69.0,0,0,0,0.0
Status,1727331211610,58,2,1,31,1575420030,19.50,204.0,46.0,0,0,0,19.5
Status,1727331211610,58,3,1,10,1575420030,20.90,40.0,45.0,1,0,0,20.9
Status,1727331211610,58,4,1,32,1575420030,26.30,2.0,40.0,1,0,0,26.3
Status,1727331211610,58,5,1,23,1575420030,25.60,88.0,29.0,1,0,0,25.6
Status,1727331211610,58,6,1,21,1575420030,0.00,318.0,21.0,0,0,0,0.0
Status,1727331211610,58,7,1,27,1575420030,0.00,233.0,20.0,0,0,0,0.0
Status,1727331211610,58,8,1,26,1575420030,0.00,179.0,17.0,0,0,0,0.0
Status,1727331211610,58,9,1,1,1575420030,0.00,170.0,17.0,0,0,0,0.0
Status,1727331211610,58,10,1,25,1575420030,0.00,90.0,15.0,0,0,0,0.0
Status,1727331211610,58,11,1,18,1575420030,0.00,150.0,13.0,0,0,0,0.0
Status,1727331211610,58,12,1,8,1575420030,0.00,265.0,12.0,0,0,0,0.0
Status,1727331211610,58,13,1,2,1575420030,0.00,323.0,5.0,0,0,0,0.0
Status,1727331211610,58,14,3,17,1602000000,0.00,213.0,51.0,0,0,0,0.0
Status,1727331211610,58,15,3,18,1602000000,23.80,296.0,46.0,1,0,0,23.8
Status,1727331211610,58,16,3,13,1602000000,0.00,95.0,39.0,0,0,0,0.0
Status,1727331211610,58,17,3,3,1602000000,0.00,343.0,26.0,0,0,0,0.0
Status,1727331211610,58,18,3,14,1602000000,0.00,166.0,24.0,0,0,0,0.0
Status,1727331211610,58,19,3,12,1602000000,0.00,50.0,16.0,0,0,0,0.0
Status,1727331211610,58,20,3,2,1602000000,0.00,36.0,14.0,0,0,0,0.0
Status,1727331211610,58,21,3,19,1602000000,0.00,327.0,13.0,0,0,0,0.0
Status,1727331211610,58,22,3,4,1602000000,0.00,295.0,11.0,0,0,0,0.0
Status,1727331211610,58,23,3,24,1602000000,0.00,170.0,10.0,0,0,0,0.0
Status,1727331211610,58,24,5,9,1561097980,0.00,54.0,78.0,0,0,0,0.0
Status,1727331211610,58,25,5,60,1561097980,28.30,168.0,76.0,1,0,0,28.3
Status,1727331211610,58,26,5,2,1561097980,0.00,147.0,76.0,0,0,0,0.0
Status,1727331211610,58,27,5,6,1561097980,0.00,40.0,66.0,0,0,0,0.0
Status,1727331211610,58,28,5,5,1561097980,0.00,241.0,65.0,0,0,0,0.0
Status,1727331211610,58,29,5,56,1561097980,0.00,128.0,58.0,0,0,0,0.0
Status,1727331211610,58,30,5,16,1561097980,0.00,37.0,57.0,0,0,0,0.0
Status,1727331211610,58,31,5,25,1561097980,27.30,121.0,54.0,1,0,0,27.3
Status,1727331211610,58,32,5,13,1561097980,0.00,58.0,53.0,0,0,0,0.0
Status,1727331211610,58,33,5,3,1561097980,0.00,107.0,49.0,0,0,0,0.0
Status,1727331211610,58,34,5,61,1561097980,0.00,108.0,49.0,0,0,0,0.0
Status,1727331211610,58,35,5,39,1561097980,0.00,33.0,47.0,0,0,0,0.0
Status,1727331211610,58,36,5,28,1561097980,0.00,246.0,47.0,0,0,0,0.0
Status,1727331211610,58,37,5,8,1561097980,0.00,79.0,45.0,0,0,0,0.0
Status,1727331211610,58,38,5,38,1561097980,0.00,96.0,39.0,0,0,0,0.0
Status,1727331211610,58,39,5,33,1561097980,0.00,30.0,33.0,0,0,0,0.0
